,customerID,platform,content type,premium content,Customer Longevity,Subscription Type ,Contract Amount,Contract Term,IssueType,platform,appVersion,Upgradable,Status,profile ID,Subscribed,Video resolution,ApplicationVersion,PremiumContentType,VideoType,DRM,CDN,Platform
12262,,,,,,,,,,,,,,,True,480p,6.0000000000000036,No,Series,PlayReady,Cloudfront,Browser
12263,,,,,,,,,,,,,,,False,1080p,1.7000000000000006,Yes,Series,PlayReady,Cloudfront,iOS
12264,,,,,,,,,,,,,,,True,4K,2.700000000000001,No,Documentary,Widevine,Cloudfront,FireTV
12265,,,,,,,,,,,,,,,True,720p,4.600000000000003,Yes,Series,PlayReady,Cloudfront,FireTV
12266,,,,,,,,,,,,,,,False,480p,6.800000000000005,Yes,Documentary,Widevine,Akamai,Android
12267,,,,,,,,,,,,,,,True,720p,4.3000000000000025,Yes,Documentary,PlayReady,Akamai,Android
12268,,,,,,,,,,,,,,,False,480p,3.5000000000000018,Yes,Documentary,PlayReady,Akamai,iOS
12269,,,,,,,,,,,,,,,True,480p,4.3000000000000025,No,Series,PlayReady,Cloudfront,FireTV
12270,,,,,,,,,,,,,,,True,720p,1.9000000000000008,No,Series,PlayReady,Cloudfront,Browser
12271,,,,,,,,,,,,,,,True,1080p,3.8000000000000025,Yes,Movie,PlayReady,Akamai,iOS
12272,,,,,,,,,,,,,,,False,720p,5.100000000000003,No,Series,PlayReady,Akamai,iOS
12273,,,,,,,,,,,,,,,False,480p,5.100000000000003,No,Series,PlayReady,Akamai,FireTV
12274,,,,,,,,,,,,,,,True,480p,3.100000000000002,Yes,Documentary,PlayReady,Akamai,FireTV
12275,,,,,,,,,,,,,,,False,480p,5.700000000000005,No,Series,Widevine,Cloudfront,Browser
12276,,,,,,,,,,,,,,,True,1080p,2.5000000000000013,Yes,Series,PlayReady,Akamai,Browser
12277,,,,,,,,,,,,,,,False,720p,5.500000000000004,Yes,Series,Widevine,Cloudfront,Android
12278,,,,,,,,,,,,,,,False,480p,5.000000000000004,Yes,Series,Widevine,Akamai,FireTV
12279,,,,,,,,,,,,,,,False,480p,1.7000000000000006,Yes,Documentary,PlayReady,Cloudfront,iOS
12280,,,,,,,,,,,,,,,True,720p,5.100000000000003,No,Documentary,Widevine,Cloudfront,iOS
12281,,,,,,,,,,,,,,,True,480p,3.3000000000000016,Yes,Series,PlayReady,Akamai,Android
12282,,,,,,,,,,,,,,,True,480p,1.8000000000000007,Yes,Movie,PlayReady,Cloudfront,Browser
12283,,,,,,,,,,,,,,,True,720p,2.6000000000000014,No,Movie,Widevine,Akamai,FireTV
12284,,,,,,,,,,,,,,,True,2K,6.400000000000005,Yes,Documentary,PlayReady,Akamai,FireTV
12285,,,,,,,,,,,,,,,True,720p,2.200000000000001,Yes,Movie,PlayReady,Akamai,Android
12286,,,,,,,,,,,,,,,True,720p,5.400000000000004,No,Series,PlayReady,Akamai,FireTV
12287,,,,,,,,,,,,,,,False,480p,2.000000000000001,No,Documentary,PlayReady,Akamai,FireTV
12288,,,,,,,,,,,,,,,False,720p,1.3000000000000005,Yes,Movie,PlayReady,Akamai,FireTV
12289,,,,,,,,,,,,,,,True,480p,4.400000000000003,No,Series,Widevine,Akamai,Android
12290,,,,,,,,,,,,,,,False,720p,1.8000000000000007,Yes,Movie,Widevine,Akamai,Android
12291,,,,,,,,,,,,,,,False,4K,5.100000000000003,Yes,Series,PlayReady,Akamai,FireTV
12292,,,,,,,,,,,,,,,True,2K,3.4000000000000017,No,Series,Widevine,Cloudfront,Android
12293,,,,,,,,,,,,,,,True,1080p,6.0000000000000036,No,Documentary,PlayReady,Akamai,iOS
12294,,,,,,,,,,,,,,,False,1080p,4.3000000000000025,Yes,Documentary,PlayReady,Akamai,Browser
12295,,,,,,,,,,,,,,,False,720p,1.0,No,Movie,Widevine,Akamai,Android
12296,,,,,,,,,,,,,,,True,720p,5.000000000000004,No,Movie,Widevine,Cloudfront,iOS
12297,,,,,,,,,,,,,,,False,480p,4.500000000000004,Yes,Documentary,Widevine,Akamai,Browser
12298,,,,,,,,,,,,,,,True,480p,3.100000000000002,Yes,Movie,PlayReady,Akamai,Browser
12299,,,,,,,,,,,,,,,True,720p,4.000000000000003,Yes,Series,PlayReady,Akamai,FireTV
12300,,,,,,,,,,,,,,,False,480p,1.3000000000000005,No,Series,PlayReady,Akamai,FireTV
12301,,,,,,,,,,,,,,,True,480p,1.9000000000000008,Yes,Movie,Widevine,Cloudfront,iOS
12302,,,,,,,,,,,,,,,True,480p,1.9000000000000008,No,Movie,PlayReady,Akamai,Browser
12303,,,,,,,,,,,,,,,True,1080p,2.700000000000001,Yes,Documentary,Widevine,Cloudfront,FireTV
12304,,,,,,,,,,,,,,,True,480p,1.7000000000000006,Yes,Series,Widevine,Cloudfront,Browser
12305,,,,,,,,,,,,,,,True,4K,1.6000000000000003,No,Movie,Widevine,Cloudfront,FireTV
12306,,,,,,,,,,,,,,,False,1080p,4.400000000000003,No,Documentary,PlayReady,Akamai,Android
12307,,,,,,,,,,,,,,,True,4K,4.500000000000004,Yes,Series,Widevine,Akamai,Browser
12308,,,,,,,,,,,,,,,True,480p,2.6000000000000014,No,Movie,PlayReady,Cloudfront,FireTV
12309,,,,,,,,,,,,,,,True,2K,1.6000000000000003,Yes,Movie,Widevine,Akamai,Android
12310,,,,,,,,,,,,,,,False,720p,2.000000000000001,No,Series,PlayReady,Akamai,Browser
12311,,,,,,,,,,,,,,,False,480p,5.700000000000005,No,Documentary,PlayReady,Cloudfront,Android
12312,,,,,,,,,,,,,,,False,480p,6.500000000000004,Yes,Documentary,Widevine,Akamai,FireTV
12313,,,,,,,,,,,,,,,True,720p,4.900000000000004,No,Movie,PlayReady,Cloudfront,Android
12314,,,,,,,,,,,,,,,False,720p,4.500000000000004,Yes,Series,PlayReady,Akamai,FireTV
12315,,,,,,,,,,,,,,,True,2K,4.700000000000003,Yes,Movie,Widevine,Cloudfront,Browser
12316,,,,,,,,,,,,,,,False,480p,3.100000000000002,No,Series,Widevine,Cloudfront,FireTV
12317,,,,,,,,,,,,,,,True,480p,6.700000000000005,No,Documentary,PlayReady,Cloudfront,FireTV
12318,,,,,,,,,,,,,,,True,2K,6.900000000000006,No,Documentary,Widevine,Akamai,iOS
12319,,,,,,,,,,,,,,,False,480p,3.3000000000000016,Yes,Documentary,Widevine,Cloudfront,Android
12320,,,,,,,,,,,,,,,False,480p,2.100000000000001,No,Movie,Widevine,Akamai,Android
12321,,,,,,,,,,,,,,,True,2K,5.500000000000004,No,Documentary,Widevine,Akamai,Browser
12322,,,,,,,,,,,,,,,False,720p,5.900000000000004,Yes,Series,Widevine,Cloudfront,Browser
12323,,,,,,,,,,,,,,,False,480p,4.000000000000003,Yes,Series,Widevine,Cloudfront,FireTV
12324,,,,,,,,,,,,,,,False,2K,4.600000000000003,No,Movie,Widevine,Cloudfront,Android
12325,,,,,,,,,,,,,,,True,1080p,1.3000000000000005,Yes,Series,Widevine,Cloudfront,Android
12326,,,,,,,,,,,,,,,False,480p,6.300000000000003,Yes,Series,PlayReady,Akamai,Android
12327,,,,,,,,,,,,,,,True,4K,4.000000000000003,No,Movie,Widevine,Akamai,Browser
12328,,,,,,,,,,,,,,,False,720p,2.8000000000000016,No,Series,PlayReady,Cloudfront,FireTV
12329,,,,,,,,,,,,,,,True,480p,4.000000000000003,No,Series,Widevine,Cloudfront,Browser
12330,,,,,,,,,,,,,,,False,480p,5.600000000000003,No,Movie,Widevine,Cloudfront,Android
12331,,,,,,,,,,,,,,,False,480p,2.200000000000001,No,Series,PlayReady,Akamai,iOS
12332,,,,,,,,,,,,,,,False,2K,1.3000000000000005,No,Movie,Widevine,Akamai,FireTV
12333,,,,,,,,,,,,,,,True,480p,2.200000000000001,Yes,Series,PlayReady,Cloudfront,Android
12334,,,,,,,,,,,,,,,False,720p,1.7000000000000006,No,Documentary,PlayReady,Cloudfront,Android
12335,,,,,,,,,,,,,,,False,480p,2.3000000000000007,No,Movie,PlayReady,Akamai,iOS
12336,,,,,,,,,,,,,,,False,480p,3.5000000000000018,Yes,Series,PlayReady,Cloudfront,iOS
12337,,,,,,,,,,,,,,,False,720p,1.0,Yes,Movie,PlayReady,Akamai,iOS
12338,,,,,,,,,,,,,,,True,2K,1.5000000000000004,No,Documentary,Widevine,Akamai,FireTV
12339,,,,,,,,,,,,,,,False,720p,5.200000000000004,Yes,Series,Widevine,Cloudfront,Browser
12340,,,,,,,,,,,,,,,True,720p,4.500000000000004,Yes,Series,Widevine,Akamai,Browser
12341,,,,,,,,,,,,,,,False,720p,1.2000000000000002,Yes,Movie,PlayReady,Cloudfront,iOS
12342,,,,,,,,,,,,,,,False,480p,6.400000000000005,Yes,Documentary,PlayReady,Cloudfront,Browser
12343,,,,,,,,,,,,,,,False,720p,6.600000000000005,Yes,Documentary,PlayReady,Cloudfront,Browser
12344,,,,,,,,,,,,,,,False,480p,2.6000000000000014,No,Movie,Widevine,Akamai,Android
12345,,,,,,,,,,,,,,,False,1080p,5.300000000000004,Yes,Documentary,Widevine,Cloudfront,iOS
12346,,,,,,,,,,,,,,,True,480p,1.4000000000000004,Yes,Series,Widevine,Cloudfront,FireTV
12347,,,,,,,,,,,,,,,True,480p,4.3000000000000025,Yes,Movie,PlayReady,Akamai,Browser
12348,,,,,,,,,,,,,,,True,720p,2.9000000000000017,No,Series,PlayReady,Cloudfront,iOS
12349,,,,,,,,,,,,,,,True,720p,3.5000000000000018,No,Movie,PlayReady,Akamai,Browser
12350,,,,,,,,,,,,,,,True,720p,4.800000000000003,Yes,Series,PlayReady,Akamai,iOS
12351,,,,,,,,,,,,,,,False,480p,1.9000000000000008,Yes,Series,PlayReady,Cloudfront,Browser
12352,,,,,,,,,,,,,,,False,1080p,6.400000000000005,Yes,Documentary,PlayReady,Cloudfront,FireTV
12353,,,,,,,,,,,,,,,True,720p,2.200000000000001,Yes,Series,PlayReady,Cloudfront,FireTV
12354,,,,,,,,,,,,,,,True,480p,4.800000000000003,Yes,Series,PlayReady,Cloudfront,Browser
12355,,,,,,,,,,,,,,,False,480p,4.3000000000000025,No,Documentary,Widevine,Cloudfront,FireTV
12356,,,,,,,,,,,,,,,False,480p,5.200000000000004,No,Documentary,Widevine,Cloudfront,Android
12357,,,,,,,,,,,,,,,True,480p,1.8000000000000007,Yes,Movie,PlayReady,Akamai,iOS
12358,,,,,,,,,,,,,,,False,480p,2.200000000000001,Yes,Movie,Widevine,Cloudfront,Browser
12359,,,,,,,,,,,,,,,False,480p,6.600000000000005,No,Series,Widevine,Akamai,iOS
12360,,,,,,,,,,,,,,,True,2K,4.600000000000003,No,Movie,Widevine,Akamai,Android
12361,,,,,,,,,,,,,,,True,480p,3.3000000000000016,Yes,Documentary,Widevine,Akamai,Android
12362,,,,,,,,,,,,,,,True,480p,4.200000000000003,Yes,Movie,PlayReady,Akamai,Browser
12363,,,,,,,,,,,,,,,True,4K,1.8000000000000007,No,Documentary,Widevine,Cloudfront,Android
12364,,,,,,,,,,,,,,,True,4K,3.200000000000002,No,Movie,PlayReady,Cloudfront,iOS
12365,,,,,,,,,,,,,,,False,480p,5.900000000000004,Yes,Documentary,Widevine,Cloudfront,Browser
12366,,,,,,,,,,,,,,,True,480p,1.3000000000000005,Yes,Documentary,PlayReady,Cloudfront,Browser
12367,,,,,,,,,,,,,,,True,480p,5.700000000000005,Yes,Series,PlayReady,Cloudfront,Browser
12368,,,,,,,,,,,,,,,False,720p,3.0000000000000018,Yes,Documentary,PlayReady,Akamai,FireTV
12369,,,,,,,,,,,,,,,False,480p,2.700000000000001,No,Documentary,Widevine,Akamai,Android
12370,,,,,,,,,,,,,,,False,720p,1.8000000000000007,No,Movie,Widevine,Cloudfront,Android
12371,,,,,,,,,,,,,,,False,1080p,6.900000000000006,No,Documentary,Widevine,Akamai,Android
12372,,,,,,,,,,,,,,,True,480p,1.9000000000000008,No,Documentary,Widevine,Akamai,Android
12373,,,,,,,,,,,,,,,True,2K,3.5000000000000018,No,Series,PlayReady,Cloudfront,FireTV
12374,,,,,,,,,,,,,,,True,480p,6.100000000000005,Yes,Series,PlayReady,Cloudfront,Android
12375,,,,,,,,,,,,,,,True,4K,3.200000000000002,No,Series,Widevine,Cloudfront,FireTV
12376,,,,,,,,,,,,,,,True,2K,4.600000000000003,No,Documentary,PlayReady,Cloudfront,Browser
12377,,,,,,,,,,,,,,,False,480p,5.400000000000004,Yes,Documentary,Widevine,Cloudfront,Browser
12378,,,,,,,,,,,,,,,True,480p,3.3000000000000016,Yes,Series,Widevine,Cloudfront,FireTV
12379,,,,,,,,,,,,,,,True,720p,4.600000000000003,Yes,Documentary,PlayReady,Akamai,Android
12380,,,,,,,,,,,,,,,True,720p,6.600000000000005,No,Series,Widevine,Cloudfront,iOS
12381,,,,,,,,,,,,,,,True,2K,1.2000000000000002,Yes,Documentary,PlayReady,Cloudfront,Android
12382,,,,,,,,,,,,,,,False,480p,6.600000000000005,No,Movie,Widevine,Cloudfront,Android
12383,,,,,,,,,,,,,,,False,480p,2.3000000000000007,No,Series,Widevine,Cloudfront,iOS
12384,,,,,,,,,,,,,,,True,480p,6.300000000000003,Yes,Movie,Widevine,Akamai,iOS
12385,,,,,,,,,,,,,,,False,1080p,4.3000000000000025,Yes,Documentary,Widevine,Cloudfront,Browser
12386,,,,,,,,,,,,,,,True,720p,6.500000000000004,No,Series,Widevine,Akamai,Browser
12387,,,,,,,,,,,,,,,False,480p,5.300000000000004,No,Documentary,PlayReady,Akamai,iOS
12388,,,,,,,,,,,,,,,False,480p,3.6000000000000023,Yes,Movie,PlayReady,Cloudfront,FireTV
12389,,,,,,,,,,,,,,,False,720p,4.000000000000003,No,Series,Widevine,Akamai,Android
12390,,,,,,,,,,,,,,,False,480p,5.400000000000004,No,Documentary,PlayReady,Akamai,iOS
12391,,,,,,,,,,,,,,,False,2K,3.8000000000000025,No,Movie,Widevine,Cloudfront,iOS
12392,,,,,,,,,,,,,,,False,480p,3.5000000000000018,Yes,Documentary,Widevine,Cloudfront,Browser
12393,,,,,,,,,,,,,,,False,2K,4.800000000000003,No,Documentary,Widevine,Cloudfront,FireTV
12394,,,,,,,,,,,,,,,True,2K,2.9000000000000017,No,Documentary,PlayReady,Akamai,Android
12395,,,,,,,,,,,,,,,True,720p,5.200000000000004,Yes,Series,Widevine,Cloudfront,Android
12396,,,,,,,,,,,,,,,True,720p,2.8000000000000016,No,Documentary,PlayReady,Cloudfront,iOS
12397,,,,,,,,,,,,,,,True,720p,6.900000000000006,Yes,Movie,Widevine,Akamai,iOS
12398,,,,,,,,,,,,,,,True,1080p,4.100000000000003,Yes,Movie,PlayReady,Cloudfront,Android
12399,,,,,,,,,,,,,,,True,480p,4.700000000000003,Yes,Movie,PlayReady,Akamai,FireTV
12400,,,,,,,,,,,,,,,False,480p,4.700000000000003,Yes,Series,PlayReady,Akamai,FireTV
12401,,,,,,,,,,,,,,,True,480p,4.3000000000000025,No,Documentary,Widevine,Akamai,Browser
12402,,,,,,,,,,,,,,,True,480p,1.5000000000000004,No,Series,Widevine,Cloudfront,Browser
12403,,,,,,,,,,,,,,,True,2K,3.200000000000002,No,Documentary,PlayReady,Cloudfront,Android
12404,,,,,,,,,,,,,,,True,480p,4.3000000000000025,No,Documentary,Widevine,Akamai,Browser
12405,,,,,,,,,,,,,,,True,720p,6.200000000000005,No,Series,Widevine,Akamai,Android
12406,,,,,,,,,,,,,,,True,480p,1.6000000000000003,No,Documentary,Widevine,Akamai,iOS
12407,,,,,,,,,,,,,,,True,4K,4.600000000000003,No,Documentary,PlayReady,Akamai,Android
12408,,,,,,,,,,,,,,,False,480p,3.100000000000002,No,Series,Widevine,Cloudfront,FireTV
12409,,,,,,,,,,,,,,,True,2K,3.200000000000002,Yes,Movie,PlayReady,Cloudfront,FireTV
12410,,,,,,,,,,,,,,,True,480p,2.5000000000000013,No,Series,Widevine,Cloudfront,Android
12411,,,,,,,,,,,,,,,True,2K,5.300000000000004,No,Series,Widevine,Akamai,FireTV
12412,,,,,,,,,,,,,,,False,4K,4.600000000000003,No,Series,PlayReady,Akamai,FireTV
12413,,,,,,,,,,,,,,,True,480p,4.000000000000003,No,Documentary,Widevine,Cloudfront,Browser
12414,,,,,,,,,,,,,,,True,480p,5.600000000000003,No,Documentary,PlayReady,Cloudfront,Browser
12415,,,,,,,,,,,,,,,True,2K,4.800000000000003,Yes,Documentary,Widevine,Cloudfront,Browser
12416,,,,,,,,,,,,,,,True,1080p,4.500000000000004,Yes,Documentary,Widevine,Akamai,Android
12417,,,,,,,,,,,,,,,True,720p,2.400000000000001,Yes,Movie,Widevine,Akamai,Android
12418,,,,,,,,,,,,,,,False,480p,3.7000000000000015,No,Series,Widevine,Cloudfront,FireTV
12419,,,,,,,,,,,,,,,True,720p,3.5000000000000018,No,Series,PlayReady,Cloudfront,Android
12420,,,,,,,,,,,,,,,True,720p,1.3000000000000005,Yes,Movie,PlayReady,Cloudfront,Android
12421,,,,,,,,,,,,,,,True,480p,1.1,Yes,Movie,PlayReady,Akamai,FireTV
12422,,,,,,,,,,,,,,,True,480p,2.5000000000000013,Yes,Series,Widevine,Akamai,iOS
12423,,,,,,,,,,,,,,,True,2K,6.300000000000003,Yes,Documentary,PlayReady,Cloudfront,Android
12424,,,,,,,,,,,,,,,False,480p,6.700000000000005,No,Series,Widevine,Akamai,iOS
12425,,,,,,,,,,,,,,,False,480p,2.9000000000000017,Yes,Documentary,PlayReady,Akamai,Browser
12426,,,,,,,,,,,,,,,False,720p,5.100000000000003,No,Documentary,PlayReady,Akamai,FireTV
12427,,,,,,,,,,,,,,,True,4K,3.3000000000000016,No,Series,Widevine,Akamai,Android
12428,,,,,,,,,,,,,,,False,480p,1.4000000000000004,Yes,Series,Widevine,Cloudfront,Android
12429,,,,,,,,,,,,,,,True,480p,2.9000000000000017,Yes,Movie,PlayReady,Cloudfront,iOS
12430,,,,,,,,,,,,,,,True,480p,2.3000000000000007,No,Series,Widevine,Cloudfront,Browser
12431,,,,,,,,,,,,,,,False,1080p,3.5000000000000018,No,Documentary,Widevine,Akamai,Browser
12432,,,,,,,,,,,,,,,True,2K,4.3000000000000025,Yes,Documentary,Widevine,Akamai,FireTV
12433,,,,,,,,,,,,,,,True,480p,1.9000000000000008,No,Movie,PlayReady,Akamai,iOS
12434,,,,,,,,,,,,,,,False,480p,1.1,Yes,Movie,Widevine,Cloudfront,iOS
12435,,,,,,,,,,,,,,,False,1080p,6.700000000000005,No,Series,Widevine,Cloudfront,Browser
12436,,,,,,,,,,,,,,,True,720p,6.900000000000006,No,Movie,Widevine,Cloudfront,iOS
12437,,,,,,,,,,,,,,,True,720p,5.700000000000005,No,Documentary,PlayReady,Akamai,Browser
12438,,,,,,,,,,,,,,,False,480p,5.500000000000004,No,Series,PlayReady,Akamai,Android
12439,,,,,,,,,,,,,,,True,480p,6.800000000000005,Yes,Documentary,Widevine,Akamai,Browser
12440,,,,,,,,,,,,,,,False,480p,5.500000000000004,No,Documentary,Widevine,Akamai,FireTV
12441,,,,,,,,,,,,,,,False,720p,3.9000000000000026,No,Movie,Widevine,Cloudfront,Browser
12442,,,,,,,,,,,,,,,False,720p,6.900000000000006,No,Documentary,PlayReady,Cloudfront,iOS
12443,,,,,,,,,,,,,,,False,480p,4.100000000000003,Yes,Documentary,PlayReady,Akamai,Android
12444,,,,,,,,,,,,,,,False,480p,1.2000000000000002,Yes,Documentary,Widevine,Akamai,Android
12445,,,,,,,,,,,,,,,True,720p,4.000000000000003,Yes,Series,PlayReady,Cloudfront,iOS
12446,,,,,,,,,,,,,,,True,480p,1.1,Yes,Series,PlayReady,Akamai,Browser
12447,,,,,,,,,,,,,,,False,480p,1.8000000000000007,Yes,Documentary,Widevine,Cloudfront,FireTV
12448,,,,,,,,,,,,,,,False,480p,2.000000000000001,Yes,Movie,PlayReady,Akamai,Browser
12449,,,,,,,,,,,,,,,False,720p,6.0000000000000036,Yes,Series,Widevine,Akamai,FireTV
12450,,,,,,,,,,,,,,,False,480p,3.6000000000000023,No,Movie,PlayReady,Cloudfront,Android
12451,,,,,,,,,,,,,,,True,4K,5.500000000000004,Yes,Series,Widevine,Akamai,FireTV
12452,,,,,,,,,,,,,,,False,720p,2.3000000000000007,Yes,Documentary,PlayReady,Cloudfront,FireTV
12453,,,,,,,,,,,,,,,True,480p,1.3000000000000005,No,Documentary,PlayReady,Akamai,Android
12454,,,,,,,,,,,,,,,False,720p,3.9000000000000026,No,Movie,Widevine,Akamai,Android
12455,,,,,,,,,,,,,,,False,480p,3.6000000000000023,Yes,Documentary,PlayReady,Akamai,Android
12456,,,,,,,,,,,,,,,False,480p,4.200000000000003,Yes,Series,Widevine,Cloudfront,FireTV
12457,,,,,,,,,,,,,,,False,1080p,4.200000000000003,No,Documentary,Widevine,Cloudfront,Android
12458,,,,,,,,,,,,,,,True,480p,2.5000000000000013,Yes,Movie,Widevine,Cloudfront,iOS
12459,,,,,,,,,,,,,,,True,4K,3.3000000000000016,Yes,Movie,PlayReady,Akamai,Android
12460,,,,,,,,,,,,,,,True,480p,5.400000000000004,Yes,Documentary,Widevine,Cloudfront,Browser
12461,,,,,,,,,,,,,,,True,480p,1.0,Yes,Movie,Widevine,Akamai,FireTV
12462,,,,,,,,,,,,,,,False,1080p,6.200000000000005,No,Series,Widevine,Cloudfront,FireTV
12463,,,,,,,,,,,,,,,False,480p,5.100000000000003,No,Series,Widevine,Cloudfront,FireTV
12464,,,,,,,,,,,,,,,True,4K,3.200000000000002,Yes,Series,Widevine,Akamai,iOS
12465,,,,,,,,,,,,,,,False,720p,5.100000000000003,Yes,Series,PlayReady,Cloudfront,Browser
12466,,,,,,,,,,,,,,,True,1080p,1.4000000000000004,Yes,Documentary,PlayReady,Akamai,Browser
12467,,,,,,,,,,,,,,,True,480p,6.800000000000005,Yes,Movie,Widevine,Cloudfront,iOS
12468,,,,,,,,,,,,,,,True,480p,4.700000000000003,No,Series,Widevine,Cloudfront,iOS
12469,,,,,,,,,,,,,,,False,2K,1.2000000000000002,Yes,Movie,Widevine,Akamai,FireTV
12470,,,,,,,,,,,,,,,False,720p,6.700000000000005,Yes,Documentary,Widevine,Cloudfront,Browser
12471,,,,,,,,,,,,,,,True,480p,5.600000000000003,No,Documentary,Widevine,Cloudfront,iOS
12472,,,,,,,,,,,,,,,True,2K,3.8000000000000025,Yes,Documentary,Widevine,Akamai,Android
12473,,,,,,,,,,,,,,,False,480p,5.300000000000004,No,Series,Widevine,Cloudfront,Android
12474,,,,,,,,,,,,,,,False,1080p,4.200000000000003,No,Movie,Widevine,Akamai,Android
12475,,,,,,,,,,,,,,,False,480p,4.200000000000003,Yes,Movie,PlayReady,Cloudfront,FireTV
12476,,,,,,,,,,,,,,,True,720p,4.000000000000003,Yes,Series,PlayReady,Akamai,FireTV
12477,,,,,,,,,,,,,,,False,480p,2.400000000000001,No,Movie,PlayReady,Akamai,FireTV
12478,,,,,,,,,,,,,,,False,1080p,4.000000000000003,Yes,Series,PlayReady,Cloudfront,iOS
12479,,,,,,,,,,,,,,,True,720p,6.200000000000005,Yes,Movie,PlayReady,Akamai,FireTV
12480,,,,,,,,,,,,,,,True,1080p,4.000000000000003,No,Series,Widevine,Akamai,Android
12481,,,,,,,,,,,,,,,False,720p,6.100000000000005,Yes,Documentary,Widevine,Cloudfront,Browser
12482,,,,,,,,,,,,,,,False,2K,5.100000000000003,No,Movie,Widevine,Akamai,Browser
12483,,,,,,,,,,,,,,,True,1080p,1.8000000000000007,Yes,Series,PlayReady,Akamai,iOS
12484,,,,,,,,,,,,,,,False,720p,6.600000000000005,Yes,Series,PlayReady,Cloudfront,iOS
12485,,,,,,,,,,,,,,,True,480p,5.600000000000003,Yes,Movie,Widevine,Akamai,iOS
12486,,,,,,,,,,,,,,,True,480p,6.700000000000005,Yes,Documentary,PlayReady,Cloudfront,iOS
12487,,,,,,,,,,,,,,,True,2K,3.9000000000000026,No,Documentary,PlayReady,Cloudfront,iOS
12488,,,,,,,,,,,,,,,False,480p,1.3000000000000005,No,Documentary,PlayReady,Cloudfront,Browser
12489,,,,,,,,,,,,,,,True,480p,3.8000000000000025,No,Movie,PlayReady,Akamai,Android
12490,,,,,,,,,,,,,,,False,720p,5.800000000000003,Yes,Documentary,PlayReady,Cloudfront,FireTV
12491,,,,,,,,,,,,,,,False,480p,6.200000000000005,Yes,Documentary,PlayReady,Akamai,Browser
12492,,,,,,,,,,,,,,,False,720p,5.200000000000004,Yes,Documentary,Widevine,Akamai,iOS
12493,,,,,,,,,,,,,,,True,480p,1.0,Yes,Documentary,PlayReady,Cloudfront,Android
12494,,,,,,,,,,,,,,,False,480p,1.1,No,Movie,Widevine,Akamai,FireTV
12495,,,,,,,,,,,,,,,False,480p,1.3000000000000005,No,Documentary,PlayReady,Cloudfront,FireTV
12496,,,,,,,,,,,,,,,True,720p,6.200000000000005,Yes,Series,Widevine,Akamai,FireTV
12497,,,,,,,,,,,,,,,False,480p,4.400000000000003,Yes,Movie,Widevine,Cloudfront,FireTV
12498,,,,,,,,,,,,,,,True,480p,5.800000000000003,Yes,Series,PlayReady,Akamai,Android
12499,,,,,,,,,,,,,,,True,480p,3.7000000000000015,Yes,Movie,Widevine,Cloudfront,Android
12500,,,,,,,,,,,,,,,True,480p,1.4000000000000004,No,Movie,Widevine,Cloudfront,Browser
12501,,,,,,,,,,,,,,,True,480p,5.100000000000003,Yes,Documentary,PlayReady,Akamai,Browser
12502,,,,,,,,,,,,,,,True,480p,4.500000000000004,Yes,Movie,PlayReady,Akamai,FireTV
12503,,,,,,,,,,,,,,,False,720p,5.300000000000004,Yes,Documentary,Widevine,Akamai,Browser
12504,,,,,,,,,,,,,,,True,480p,6.0000000000000036,No,Series,PlayReady,Akamai,FireTV
12505,,,,,,,,,,,,,,,True,720p,3.0000000000000018,Yes,Documentary,PlayReady,Akamai,Browser
12506,,,,,,,,,,,,,,,False,720p,3.100000000000002,No,Movie,Widevine,Akamai,iOS
12507,,,,,,,,,,,,,,,False,720p,3.100000000000002,Yes,Series,PlayReady,Akamai,iOS
12508,,,,,,,,,,,,,,,False,480p,2.9000000000000017,No,Series,PlayReady,Akamai,FireTV
12509,,,,,,,,,,,,,,,True,720p,2.3000000000000007,Yes,Series,PlayReady,Akamai,Android
12510,,,,,,,,,,,,,,,True,480p,6.600000000000005,No,Movie,PlayReady,Akamai,Browser
12511,,,,,,,,,,,,,,,False,480p,6.700000000000005,No,Documentary,PlayReady,Akamai,FireTV
12512,,,,,,,,,,,,,,,True,720p,6.800000000000005,No,Documentary,Widevine,Akamai,iOS
12513,,,,,,,,,,,,,,,False,480p,4.100000000000003,No,Series,Widevine,Akamai,FireTV
12514,,,,,,,,,,,,,,,False,720p,6.400000000000005,No,Movie,Widevine,Cloudfront,iOS
12515,,,,,,,,,,,,,,,True,480p,1.3000000000000005,No,Documentary,Widevine,Akamai,Android
12516,,,,,,,,,,,,,,,False,480p,6.400000000000005,No,Series,PlayReady,Akamai,Android
12517,,,,,,,,,,,,,,,False,720p,2.400000000000001,Yes,Documentary,Widevine,Cloudfront,Android
12518,,,,,,,,,,,,,,,False,480p,3.5000000000000018,No,Movie,PlayReady,Akamai,Browser
12519,,,,,,,,,,,,,,,False,480p,6.900000000000006,Yes,Movie,PlayReady,Cloudfront,Android
12520,,,,,,,,,,,,,,,False,480p,4.600000000000003,Yes,Series,PlayReady,Akamai,Browser
12521,,,,,,,,,,,,,,,False,480p,6.0000000000000036,No,Documentary,Widevine,Akamai,Android
12522,,,,,,,,,,,,,,,False,1080p,5.300000000000004,No,Movie,PlayReady,Akamai,Browser
12523,,,,,,,,,,,,,,,False,1080p,5.600000000000003,Yes,Documentary,Widevine,Akamai,FireTV
